Indoor_Temperature,Outdoor_Temperature,Humidity,Occupancy,Weather_Condition,Time_of_Day,Sunlight_Intensity,Room_Size,Window_State,Ideal_Temperature
19.71,22.78,25.58,9,Stormy,Afternoon,3.5,44.9,Open,22.99
18.31,41.66,40.81,2,Cloudy,Evening,5.4,38.8,Closed,23
19.61,27.61,59.5,3,Rainy,Night,6.9,17.7,Closed,21.51
29.61,26.27,41.94,1,Humid,Evening,6.7,24.7,Open,24.01
19.21,44.91,41.6,1,Cloudy,Evening,7.7,30.5,Open,23
23.42,27.27,93.91638340105828,6,Windy,Evening,1.6,23.5,Open,25
32.36,16.24,49.08,1,Rainy,Evening,5.4,48.2,Open,23.5
18.4,27.96,62.81,5,Stormy,Afternoon,5.3,42.3,Closed,20
31.85,38.49,35.42,6,Stormy,Night,9.5,42,Open,21.99
22.79,37.19,61.08,9,Cloudy,Night,9.2,24.4,Open,20.99
20.01,37.6,48.3,6,Windy,Night,54.69009947534906,40.2,Open,23
29.84,34.78,35.03,4,Windy,Night,8.8,34.6,Open,23
28.69,18.9,34.76,1,Stormy,Morning,7.6,25,Closed,21.01
32.92,40.17,38.06,6,Windy,Morning,7.3,22.3,Closed,22
30.5,41.27,51.13,7,Humid,Afternoon,2.5,41.6,Closed,22
31.66,16.8,31.54,5,Cloudy,Night,6.4,33.9,Open,24
22.79,14.57,66.02,6,Cloudy,Morning,9.2,11.5,Open,20.99
21.02,44.15,48.75,8,Windy,Night,7.6,10.9,Open,23
30.76,40.39,66,1,Stormy,Afternoon,6.2,43.7,Open,20.99
31.72,41.26,22.32,8,Humid,Evening,3,13.6,Open,23.99
34.84,41.02,37.13,2,Humid,Afternoon,6.9,30.8,Open,23.99
25.01,28.96,21.14,2,Humid,Morning,3.8,34.3,Open,23.99
24.32,32.62,33.61,8,Rainy,Morning,1.1,46.6,Closed,23.5
31.2,29.09,63.1,2,Windy,Morning,2.8,30.6,Open,22.01
23.79,11.79,21.83,8,Humid,Afternoon,4.2,17.8,Open,23.99
33.82,36.09,41.81,5,Windy,Afternoon,10,20.4,Closed,22.01
32.59,27.69,25.88,9,Stormy,Afternoon,7.7,12,Closed,21
25.29,32.67,40.84,9,Stormy,Night,3.2,18.9,Closed,22.01
30.76,27.59,61.94,8,Stormy,Morning,7.7,42.6,Closed,19.01
30.83,27.21,51.15,9,Rainy,Afternoon,3.9,40.3,Closed,21.51
19.75,16.01,56.84,,Stormy,Afternoon,6.3,13.3,Closed,21.01
33.34,19.75,37.46,8,Windy,Night,7.8,29.2,Closed,21.99
26.59,15.56,67.22,6,Cloudy,Morning,7.5,22.1,Open,21
32.05,16.85,55.46,9,Cloudy,Evening,1.8,36,Closed,23
23.44,44.05,41.09,2,Windy,Evening,8.3,48.5,Open,22.99
33.22,15.36,41.32,3,Cloudy,Morning,9.3,35.2,Closed,22
24.62,19.42,65.93,2,Humid,Night,2.7,39.8,Open,21.99
18.18,30.67,48.82,6,Cloudy,Morning,3.6,25.9,Closed,23
33.39,31.36,55.32,3,Rainy,Evening,9.4,11.3,Closed,20.5
19.55,15.39,40.85,1,Stormy,Afternoon,9.8,26.7,Open,22.01
23.43,37.78,31.18,4,Cloudy,Morning,4.8,30.4,Open,24
34.15,37.48,56.18,5,Cloudy,Evening,0.8,29.7,Open,23.99
34.16,18.31,50.39,4,Rainy,Afternoon,9.4,19.3,Closed,20.51
27.75,20.1,45.07,6,Rainy,Morning,0.7,29,Closed,23.5
28.74,42.83,51.2,3,Cloudy,Night,3.6,38.7,Closed,22
25.62,38.9,30.41,6,Humid,Evening,1.4,22.5,Closed,23.99
22.98,34.42,59.7,1,Cloudy,Afternoon,5.4,35.4,Closed,21.99
23.59,12.88,67.41,6,Humid,Afternoon,0.9,16.1,Open,23.01
29.43,24.64,64.56,8,Stormy,Night,2.6,21.1,Open,21
30.79,29.58,36.07,8,Windy,Evening,4.9,45.4,Closed,22.99
31.46,16.56,40.3,1,Stormy,Afternoon,1.2,35.1,Closed,23.01
31.42,25.69,60.42,7,Cloudy,Night,5.1,13.4,Closed,21
19.55,31.04,49.76,4,Cloudy,Evening,3,20.6,Open,24
26.41,21.46,47.4,6,Humid,Night,3,49.8,Open,24
18.98,37.33,66.33,6,Rainy,Night,9.4,20.8,Open,20.51
27.34,39.42,46.8,5,Humid,Night,7.1,33.2,Open,23
25.51,21.33,45.75,9,Rainy,Night,9.3,32,Open,22.5
33.09,39.35,22.1,8,Rainy,Evening,6,26.1,Open,23.49
23.97,13.63,23.47,6,Rainy,Night,9.1,11.4,Closed,21.5
19.99,39.32,20.37,4,Rainy,Night,8.5,21.4,Open,22.5
20.43,15.35,65.66,4,Cloudy,Afternoon,10,48.1,Open,21.01
30.95,12.9,40.42,9,Windy,Evening,5.3,10.8,Closed,22.99
28.51,32.46,43.43,4,Windy,Evening,7.1,38.6,Closed,22
19.72,26.52,62.27,7,Stormy,Night,2,45.7,Open,21
19.43,41.78,50.46,6,Stormy,Night,9.4,40.5,Closed,20
29.92,22.71,50.48,2,Stormy,Morning,4.3,22.9,Open,21.99
19.24,20.05,34.83,5,Humid,Night,9.2,30.8,Closed,22.01
31.97,27.53,61.7,3,Stormy,Evening,1.5,44.7,Open,22
30.01,25.96,28.29,9,Stormy,Afternoon,5.4,49,Closed,22
19.38,22.05,22.66,1,Stormy,Evening,0.5,13.9,Closed,23
19.44,34.28,29.58,4,Cloudy,Afternoon,4.5,15,Closed,23
34.77,36.58,33.39,4,Stormy,Night,1.3,48.2,Open,24
24.36,39.85,34.12,9,Windy,Morning,4.8,44.9,Open,24
24.3,44.05,53.53,1,Cloudy,Afternoon,5.8,18.4,Open,23
31.82,19.33,30.89,2,Rainy,Evening,8.6,48.8,Closed,21.49
34.1,35.06,53.83,1,Humid,Night,3.3,18.4,Open,22.99
34.76,23.8,24.56,1,Cloudy,Afternoon,5.9,13.5,Closed,23.01
30.81,33.7,27.36,1,Cloudy,Morning,1.1,37.3,Closed,24
24.4,26.66,45.44,3,Windy,Morning,9.2,31.6,Closed,22
19.42,44.78,66.09,4,Stormy,Morning,4.8,19.6,Open,21
31.21,35.51,62.98,2,Rainy,Night,2.9,47.1,Open,21.5
27.49,43.34,68.44,1,Windy,Afternoon,4.9,26.2,Open,22.01
25.21,39.22,52.52,5,Windy,Afternoon,5.1,26.1,Open,23
33.41,41.6,53.79,6,Cloudy,Night,7.6,35.3,Open,21.99
19.89,38.5,51.25,2,Rainy,Afternoon,9.8,19.2,Closed,20.5
26.37,26.07,51.14,3,Windy,Night,2.3,33.5,Closed,22.01
18.19,18.81,27.36,3,Humid,Morning,1,24.6,Open,25
25.97,22.96,47.19,2,Humid,Afternoon,6.7,37.8,Open,24.01
18.96,10.71,39.3,4,Windy,Morning,8.9,19.9,Closed,22
20.02,28.34,42.13,5,Cloudy,Night,,17.4,Open,24
20,27.68,46.18,8,Humid,Morning,1.3,20,Open,24.99
29.04,28.38,26.42,6,Cloudy,Evening,4.5,47.4,Open,23.99
30.68,44.09,37.97,9,Stormy,Night,6.7,44,Closed,22
27.92,41.9,23.17,3,Stormy,Evening,3.6,43.2,Open,22.99
34.36,15.66,68.98,9,Cloudy,Night,8.5,41.2,Open,21
24.37,22.91,25.93,4,Windy,Morning,2.6,35.5,Open,24.01
22.86,24.84,32.93,8,Stormy,Morning,4,13.9,Open,22.99
32.77,22.62,64.56,7,Stormy,Morning,9.2,23,Open,20
21.8,37.95,44.14,7,Humid,Evening,5.9,32.5,Open,24
34.37,28.34,26.78,9,Windy,Morning,0.6,14.2,Open,24.99
18.21,30.02,39.21,2,Cloudy,Evening,2.8,11.2,Open,23.99
34.49,39.86,25.79,5,Stormy,Evening,7.7,13.7,Closed,21
18.73,38.21,30.01,3,Windy,Afternoon,1,14.3,Closed,24.01
33.15,14.63,22.6,7,Stormy,Afternoon,9.9,14.4,Closed,21
26.97,34.99,41.91,3,Humid,Afternoon,9,17.6,Closed,21.99
34.88,25.24,60.33,5,Windy,Night,2.6,30,Closed,21
19.25,20.31,49.3,5,Rainy,Evening,9,21.4,Open,22.51
27.42,11.75,50.32,2,Humid,Morning,7.1,44.4,Open,22.01
34.48,27.05,30.03,1,Cloudy,Afternoon,4.5,45,Closed,23.01
26.89,22.44,37.19,6,Windy,Night,2.4,46.8,Open,24.01
28.7,18.8,62.26,1,Stormy,Evening,2.4,28.8,Closed,19.99
29.83,34.31,24.39,9,Windy,Night,6.1,41,Closed,23
25.73,36.93,62.9,5,Cloudy,Morning,4.5,33.6,Closed,20.99
28.67,18.57,44.18,1,Windy,Afternoon,6.2,15.8,Open,24
27.93,11.73,61.86,8,Stormy,Evening,3.6,35.4,Open,21
33.32,39.71,35.9,1,Humid,Night,2.7,43.5,Open,24
18.77,10.35,36.94,4,Humid,Afternoon,8.4,23.9,Open,23
22.78,42.8,57.58,7,Stormy,Afternoon,9.2,39.9,Closed,20.01
34.16,31.97,59.25,4,Rainy,Evening,7.2,41,Open,21.5
33.13,21.26,31.48,5,Rainy,Afternoon,2,35.7,Closed,22.5
25.75,18.63,68.64,7,Humid,Night,1.4,45.3,Open,23.01
28.54,10.32,24.22,4,Cloudy,Evening,5.6,15.8,Closed,22.99
22.72,18.24,23.43,5,Windy,Evening,5.7,43.7,Closed,23
21.2,14.82,49.78,7,Stormy,Afternoon,6.6,34.4,Closed,22.01
25.88,31.43,56.14,1,Cloudy,Morning,9.1,44.2,Closed,21
24.01,15.83,68.04,3,Windy,Morning,6.6,31.3,Closed,21.01
27.92,28.5,40.25,1,Humid,Morning,9.2,23.1,Open,23
19.32,30.65,21.26,3,Stormy,Night,1.6,45.9,Closed,23.01
34.56,20.43,50.14,2,Cloudy,Evening,7.2,45.1,Open,22
34.77,11.23,34.48,5,Windy,Afternoon,9.3,20.7,Open,23.01
29.87,11.3,41.65,5,Humid,Morning,4.9,39.8,Open,24
27.11,10.92,44.42,9,Humid,Afternoon,9.7,13.7,Closed,22
23.26,35.87,23.23,8,Windy,Morning,5.7,13.4,Open,24
31.83,21.13,44.3,3,Rainy,Morning,9.5,30.5,Open,22.5
29.64,37.87,41.32,1,Rainy,Afternoon,7.6,11.4,Closed,21.49
20.76,25.11,55.63,5,Windy,Night,4.8,27.4,Closed,21.99
33.49,25.85,52.28,3,Windy,Afternoon,0.8,41.6,Closed,22.99
31.98,27.95,29.26,5,Windy,Afternoon,6.7,45.6,Open,24.01
34.15,34.96,30.31,9,Humid,Night,2.9,20.2,Open,24.01
30.34,19.57,32.55,1,Stormy,Night,3.2,13.1,Closed,22
28.43,14.26,28.95,1,Humid,Afternoon,0.7,35.2,Closed,24.01
25.11,29.46,52.86,9,Humid,Night,5.8,20.6,Closed,22
33.86,21.44,69.72,3,Rainy,Morning,3.2,10.9,Open,21.5
32.72,25.49,52.61,5,Windy,Night,9.8,15.2,Open,22.01
18.77,32.64,50.33,9,Humid,Afternoon,7.6,47.5,Open,22
18.45,27.29,40.5,5,Humid,Night,3.9,45,Closed,22.99
24.4,31.71,35.63,3,Windy,Evening,3.3,43.2,Open,24
31.78,29.05,65.55,9,Stormy,Night,7.3,23.6,Open,19.99
34.78,35.89,68.45,7,Rainy,Morning,2.9,38.6,Closed,20.5
20.56,34.71,44.84,7,Cloudy,Evening,4.8,48.3,Open,24.01
28.1,28.7,34.51,8,Humid,Morning,2,32.7,Open,24.01
24.48,33.76,58.51,5,Stormy,Morning,2.9,23.3,Open,22
34.49,40.57,26.62,2,Cloudy,Evening,1.4,42,Open,24.99
32.32,25.13,58.28,9,Windy,Morning,4.6,27.2,Closed,22
32.25,24.45,60.95,3,Cloudy,Evening,9.3,33.1,Closed,20
25.97,36.75,26.25,2,Windy,Morning,1.5,31.6,Closed,24.01
25.05,30.39,68.84,5,Stormy,Afternoon,4.7,18.7,Closed,20.01
22.65,12.49,69.28,8,Cloudy,Morning,3.3,10,Open,22
18.96,41.22,66.84,3,Rainy,Evening,3.9,50,Closed,20.49
32.7,11.08,44.8,6,Stormy,Afternoon,7.8,26.7,Closed,20.99
31.82,36.19,32.3,9,Cloudy,Afternoon,4.6,21.4,Closed,23
35,36.56,49.1,2,Humid,Night,6.7,40.6,Closed,23
34.94,43.36,41,8,Cloudy,Night,9.7,33.7,Open,22.99
27.44,11.89,30.3,7,Cloudy,Night,6.4,45.2,Open,24
31.07,30.89,41.18,3,Rainy,Afternoon,3.7,41.2,Open,23.51
34.06,24.97,53.19,1,Stormy,Night,4.3,21.3,Open,22.01
32.44,21.57,23.55,6,Humid,Afternoon,,33.7,Closed,22.01
22.2,13.16,36.67,2,Stormy,Night,7.1,30.1,Closed,21
25.66,29.69,20.89,3,Stormy,Morning,4,48.2,Closed,22
20.2,26.77,57.47,5,Humid,Night,7.4,19.6,Closed,21
34.22,13.66,52.03,8,Humid,Evening,5.7,21.4,Open,23.01
28.3,31.44,23.13,2,Rainy,Night,9.8,46.8,Open,22.5
21.89,35.83,68.24,6,Windy,Afternoon,9.1,28.3,Closed,19.99
29.42,36.85,21.13,1,Rainy,Evening,8.3,28.3,Open,22.51
28.51,41.69,49.5,7,Error,Evening,0.8,44.7,Closed,24.01
24.09,24.33,58.82,4,Cloudy,Afternoon,4.1,21.8,Closed,22
19.93,43.36,59.39,1,Cloudy,Evening,5.9,37.9,Closed,22.01
29.42,40.29,21.71,9,Stormy,Evening,5.5,38.9,Open,23
26.85,20.38,65.32,9,Stormy,Evening,7.8,27.7,Open,20
31.13,15.57,65.92,3,Windy,Night,9.1,23.4,Closed,19.99
26.84,25.24,48.07,6,Windy,Evening,8,39.9,Open,23
32.49,24.07,44.1,7,Windy,Morning,2.6,20.2,Closed,23
27.38,30.15,22.24,4,Windy,Morning,5.1,42.8,Open,24.01
27.54,30.42,48.1,6,Cloudy,Night,4.2,26.7,Closed,23
32.9,36.25,40.47,9,Humid,Night,7.8,10.7,Closed,22.01
24.86,27.85,58.64,6,Windy,Morning,9,32.8,Open,22.01
20.28,13.67,40.19,7,Rainy,Evening,3.2,17.8,Open,23.5
18.49,40.04,54.18,6,Windy,Morning,5.1,28.7,Closed,22.01
30.84,20.84,25.07,7,Cloudy,Afternoon,7.5,42.3,Closed,22
28.55,44,26.65,1,Stormy,Evening,1,17.6,Closed,23
29.97,14.13,26.99,6,Rainy,Morning,9.6,18.3,Open,22.5
21.62,43.54,22.28,9,Windy,Morning,8.1,29,Open,22.99
20.32,13.19,47.07,3,Cloudy,Evening,5.7,29.1,Closed,23.01
18.25,18.09,59.7,6,Stormy,Evening,7.9,28.1,Open,21
23.96,11.63,50.52,4,Windy,Evening,8.4,37.8,Open,22
28.03,34.68,48.75,7,Cloudy,Night,5.2,20.8,Closed,23
24.67,39.76,54.03,7,Cloudy,Afternoon,4.7,20.4,Closed,22
25.44,25.19,36.98,9,Humid,Night,8.5,10.9,Closed,22
33.37,42.5,38.1,4,Cloudy,Morning,8.7,25.3,Closed,22.01
23.92,30.66,35.71,8,Windy,Afternoon,1.7,17.8,Closed,24.01
26.74,32.05,55.61,8,Cloudy,Night,9.1,33.7,Open,21.99
31.32,39.59,28.08,8,Rainy,Morning,3.1,17.2,Closed,22.5
24.74,20.39,20.65,8,Cloudy,Evening,6.8,45.8,Open,23.99
28.58,22.4,49.81,6,Cloudy,Morning,7.2,44,Closed,22
32.66,41.71,67.12,8,Rainy,Evening,3.2,40.6,Closed,20.49
34.14,41.53,50.47,6,Windy,Night,3.4,42.3,Open,23
20.5,44.18,59.15,2,Stormy,Morning,7.2,48.4,Open,21
33.75,41.56,53.64,3,Humid,Afternoon,2.2,22.8,Open,22.99
26.37,14.46,44.87,6,Stormy,Morning,8.7,49.2,Open,22.01
22.39,38.83,55.92,7,Windy,Evening,2.6,45.6,Closed,22
25.81,24.34,61.21,4,Windy,Night,3.8,24.5,Open,22.01
34.66,44.68,31.24,1,Rainy,Afternoon,3,44.6,Open,23.49
26.37,26.53,36.81,4,Stormy,Afternoon,2.8,45.9,Open,23.01
23.59,29.38,31.19,6,Cloudy,Night,9.8,11.4,Open,23.01
28.77,28.54,42.61,8,Rainy,Night,2.9,45,Open,23.51
22.08,21.26,64.25,4,Rainy,Morning,6,27.3,Closed,20.49
19.29,12.63,37.26,1,Humid,Morning,7.6,42.5,Open,23
20.19,41.35,38.72,5,Rainy,Afternoon,0.9,14.4,Open,24.51
20.18,38.09,63.02,7,Stormy,Morning,8.9,16.9,Open,20
20.58,14.88,45.77,6,Windy,Evening,2,49.2,Open,24.01
20.36,37.19,46.77,3,Humid,Evening,6.1,26.6,Closed,23.01
28.89,31.9,63.04,7,Cloudy,Morning,6.6,41.9,Closed,21.01
21.09,24.32,44.53,4,Stormy,Afternoon,6.5,40,Closed,22
23.88,18.89,54.08,5,Cloudy,Morning,7.5,41.4,Open,22
33.25,40.09,24.28,7,Rainy,Night,9.3,40.6,Closed,21.5
26.06,34.51,28.93,2,Stormy,Night,9.3,46.6,Closed,21.01
29.35,29.17,40.22,4,Humid,Afternoon,6,33.7,Closed,22.99
20.93,31.33,44.74,4,Humid,Afternoon,4,27,Open,24.01
21.27,13.19,68.29,6,Cloudy,Night,3.6,47,Open,22.01
18.69,26.59,68.53,7,Windy,Night,8.9,24.3,Closed,20
20.87,16.78,62.56,4,Humid,Evening,8.6,35.2,Closed,20
22.74,17.29,35.78,1,Cloudy,Morning,3.3,44.2,Open,23.99
21.01,33.15,68.2,1,Windy,Afternoon,1.9,46.6,Open,23.01
19.51,41.89,54.47,5,Stormy,Night,8.7,48,Open,21
20.05,24.13,39.65,1,Humid,Afternoon,6.3,36.4,Open,24
25.83,17.27,55.08,3,Humid,Night,3.5,38.8,Closed,22.01
21.51,32.71,20.83,9,Cloudy,Afternoon,6.3,29.9,Closed,22.99
24.19,40.49,27.31,3,Humid,Afternoon,1.1,21.4,Closed,24.01
26.56,36.19,61.48,3,Cloudy,Evening,2.3,10.6,Closed,21
29.74,40.41,52.28,9,Humid,Evening,5.7,18.9,Closed,21.99
18.67,28.78,38.21,5,Cloudy,Evening,5.6,49.2,Closed,23
31.59,36.32,45.03,8,Humid,Evening,2.8,42.3,Open,24
28.67,14.9,65.26,9,Stormy,Evening,9.8,29.2,Closed,19
19.39,22.19,51.58,6,Stormy,Night,4.4,23.7,Closed,21.01
32.85,23.63,39.91,7,Cloudy,Morning,7.2,12.6,Open,23
33.65,27.9,26.02,7,Stormy,Night,3,10.4,Closed,22
19.04,42.52,34.69,7,Cloudy,Morning,4.5,40.2,Error,23.99
22.71,40.6,68.92,4,Cloudy,Evening,8.4,49.4,Closed,20
31.71,14.71,41.87,2,Rainy,Afternoon,8.6,20.2,Closed,21.51
30.72,16.05,43.59,2,Stormy,Afternoon,1.8,21,Open,24
21.14,22.52,44.93,7,Rainy,Morning,3.9,47.4,Open,23.49
21.56,20.18,64.21,7,Rainy,Morning,2.4,34.1,Open,21.5
24.3,31.52,50.2,7,Humid,Night,9,17,Closed,21.01
26.24,41.6,54.68,8,Cloudy,Morning,7.7,11.8,Closed,21.01
28.51,43.68,39.47,3,Windy,Night,5.9,32.5,Open,23.99
24.27,32.88,21.45,5,Rainy,Evening,6.7,28.1,Open,23.51
25.86,39.34,66.55,6,Humid,Afternoon,9.2,27.3,Closed,19.99
30.71,28.38,67.46,8,Stormy,Afternoon,3.4,48.8,Open,21.01
18.62,17.29,67.46,8,Windy,Night,0.6,20.5,Open,23
22.29,28.36,67.18,3,Cloudy,Morning,0.8,29.5,Open,23.01
30.13,29.43,60.76,4,Humid,Night,0.9,18.5,Open,22.99
33.22,35.99,54.23,6,Windy,Morning,1.7,22.9,Open,23.99
26.7,17.7,62.23,4,Cloudy,Morning,5.9,40.6,Closed,21.01
27.05,22.89,50.03,4,Cloudy,Morning,9.8,17.9,Closed,21.01
19.82,22.74,26.72,5,Windy,Night,4.5,37.1,Open,23.99
25.61,43.58,39.56,7,Humid,Evening,7.3,15.2,Open,23.01
27.05,25.54,68.56,2,Windy,Afternoon,8,17.6,Open,21.01
22.12,36.43,37.56,2,Rainy,Night,8.1,10.9,Closed,21.5
22.58,36.28,63.39,9,Cloudy,Evening,4.7,35.2,Closed,20.99
24.41,19.29,24.66,4,Stormy,Afternoon,5.7,49.6,Closed,22
18.34,30.02,36.71,5,Windy,Night,3.6,36.3,Closed,23
23.48,41.3,37.55,3,Windy,Night,7,46.9,Closed,22.99
21.59,26.63,22.58,2,Cloudy,Evening,4.1,31.1,Open,24.01
23.57,43.08,25.95,8,Cloudy,Night,3.5,37.2,Closed,23.01
20.04,17.51,29.66,4,Windy,Afternoon,6.5,47,Open,23.99
33.14,12.6,61.89,1,Stormy,Evening,3.7,13.4,Open,20.99
28.09,41.2,23.17,6,Cloudy,Night,4.4,33.9,Open,24
29.54,39.67,34.94,6,Cloudy,Afternoon,7.3,33,Closed,22.01
31.42,44.74,20.51,2,Rainy,Night,8.6,11.3,Open,22.51
26.47,33.78,54.78,2,Humid,Evening,4.6,16.2,Open,23.01
19.48,42.78,51.02,8,Rainy,Night,5.5,32.1,Closed,21.5
27.13,38.94,52.25,7,Stormy,Afternoon,7.6,29.9,Open,21.01
27.98,39.55,38.72,2,Humid,Morning,2.6,23.8,Closed,23
30.67,29.92,30.41,1,Windy,Night,4.4,37.9,Closed,23
25.34,23.38,56.02,8,Stormy,Night,8.2,24.4,Open,20.99
20.17,42.71,60.56,2,Stormy,Afternoon,9,40.8,Open,20
22.82,25.12,26.93,5,Rainy,Afternoon,6.6,42.4,Open,23.51
24.17,28.86,44.34,6,Humid,Evening,4.2,35.8,Open,24
28.98,25.61,32.44,1,Stormy,Morning,6.3,21.2,Open,22.99
27.7,29.77,28.41,2,Humid,Evening,2.2,42.1,Closed,23.01
24.05,26.47,56.72,4,Windy,Afternoon,0.8,20.1,Closed,22.99
34.77,11.68,46.9,2,Humid,Afternoon,1.2,22.1,Open,24.99
28.3,40.87,30.81,6,Rainy,Afternoon,1.5,34.4,Closed,23.5
22.03,25.55,35.5,4,Rainy,Afternoon,2.6,37.6,Open,23.5
19.73,30.61,68.33,3,Stormy,Evening,4.9,24.9,Open,21
20.6,14.87,62.43,6,Humid,Morning,2.7,33.7,Open,21.99
22.18,10.12,64,9,Rainy,Afternoon,6.1,19.9,Closed,20.51
20.73,18.59,43,8,Cloudy,Evening,10,41.8,Open,23
21.17,34.66,51.19,2,Rainy,Evening,5.2,49.7,Open,22.5
22.85,13.47,38.84,3,Windy,Evening,7.7,37.9,Closed,21.99
20.95,41.81,23.89,2,Cloudy,Evening,3.3,22.8,Open,23.99
33.25,17.53,40.05,7,Humid,Evening,9.6,24,Closed,22
19.36,17.16,49.7,9,Stormy,Afternoon,2.9,11.2,Open,23
26.92,16.35,34.36,1,Cloudy,Afternoon,6.2,35.9,Open,23.99
24.98,10.49,62.4,3,Rainy,Morning,9.8,34,Closed,19.5
34.7,37.01,27.56,6,Stormy,Morning,8.2,48.2,Open,22
19.9,40.63,38.36,4,Stormy,Morning,9.9,26.1,Closed,21
24.76,31.5,26.25,1,Stormy,Morning,4.1,47.3,Open,23.01
34.48,16.59,40.24,9,Stormy,Night,1.2,40.4,Closed,22.99
32.71,19.98,21.98,7,Humid,Evening,2.8,21.5,Closed,23
31.89,26.66,33.63,7,Humid,Evening,9.6,10.7,Closed,22
22.38,43.4,40.04,1,Humid,Evening,4,39.1,Open,23.99
20.91,18.66,43.91,9,Rainy,Night,1.7,29.9,Open,24.5
29.37,35.61,47.18,8,Humid,Evening,6.1,48.5,Closed,22.99
33.8,25.38,33.75,5,Stormy,Evening,5.3,10.9,Closed,22
27.46,20.42,46.15,4,Cloudy,Evening,1.1,30.9,Closed,24.01
27.72,25.96,45.45,1,Cloudy,Evening,4.8,41.6,Closed,23
22.76,12.49,35.81,9,Cloudy,Evening,6.5,41.6,Open,24.01
31.08,37.95,61.51,8,Cloudy,Morning,2.7,36.9,Open,21.99
21.18,18.52,47.28,2,Cloudy,Night,1.7,25.8,Closed,23.99
23.5,35.39,36.61,4,Windy,Afternoon,8.7,12.7,Closed,21.99
25.23,12.39,67.37,4,Cloudy,Morning,6.4,22.1,Closed,21
26.63,43.43,62.26,7,Cloudy,Night,2,36,Open,22.01
22.12,16.76,69.13,3,Cloudy,Evening,6.5,40.8,Open,21.99
19.95,40.9,54.61,8,Rainy,Night,7.5,42.7,Open,21.5
28.38,38.33,38.91,7,Windy,Evening,6.2,41,Closed,23
22.91,43.88,34.04,4,Cloudy,Evening,1.6,23,Closed,24.01
27.88,26.73,53.17,9,Humid,Night,1.7,37.8,Open,24.01
20.62,35.46,69.04,6,Rainy,Afternoon,0.9,48.8,Closed,21.49
26.18,22.97,51.34,3,Windy,Evening,2.7,15.5,Open,22.99
27.05,16.45,64.08,7,Humid,Evening,1.1,39.3,Open,23.01
18.88,25.51,36.46,6,Humid,Morning,8.2,26.4,Open,22.99
23.72,15.8,40.35,8,Rainy,Night,0.6,19,Closed,23.5
20.29,44.37,65.31,5,Humid,Night,6,22.8,Open,21.99
19.08,13.37,57.84,6,Stormy,Night,8.2,16.7,Closed,20
34.83,30.62,69.07,1,Rainy,Morning,9,42.6,Closed,19.49
23.48,31.93,58.74,8,Rainy,Night,4.4,25.5,Open,22.49
31.77,28.83,42.43,1,Stormy,Night,6.4,47.5,Closed,22
22.33,33.18,46.55,3,Rainy,Evening,9.5,48.7,Closed,21.5
29.59,14.07,65.03,2,Humid,Afternoon,6.9,48.6,Closed,21
30.92,29.43,47.58,6,Humid,Afternoon,9.1,16.2,Closed,22.01
28.13,20.05,32.77,8,Humid,Morning,7,23.9,Closed,22.99
26.02,42.91,41.78,8,Stormy,Night,1.1,22.4,Closed,22.99
25,36.67,45.82,7,Humid,Morning,2.4,46.9,Open,24
23.93,44.04,24.84,7,Stormy,Afternoon,9.4,13.5,Open,22.01
33.8,11.31,57.19,8,Stormy,Morning,8.5,33.5,Closed,19.99
32.12,19.98,25.47,5,Stormy,Evening,4.5,29.4,Closed,21.99
34.41,16.84,40.25,3,Rainy,Evening,2,49.1,Closed,22.5
20.11,10.39,60.23,2,Windy,Evening,2,48.5,Open,22
30.42,18.48,43.38,3,Stormy,Night,9.1,27,Open,22.01
33.95,33.76,62.1,3,Humid,Evening,2.1,27.7,Open,22.01
21.08,18.09,37.09,7,Stormy,Morning,4.2,25.4,Open,23.01
19.13,27.82,67.88,1,Cloudy,Evening,9.1,41.6,Open,20.99
30.6,41.07,30.47,7,Rainy,Night,0.8,14,Open,24.49
27.77,34.28,21.91,6,Humid,Evening,6.5,14.6,Open,24
32.31,23.81,63.62,2,Rainy,Evening,3.8,38.2,Open,21.51
20.38,23.04,57.61,1,Rainy,Night,1.5,10.7,Closed,22.5
31.52,25.95,31.6,9,Cloudy,Night,5.9,36.8,Closed,23.01
21.43,16.2,69.24,2,Stormy,Evening,5.1,15.1,Closed,20
20.78,32.19,45.11,4,Humid,,1.4,41.4,Open,25.01
20.79,22.75,67.55,9,Windy,Evening,3,39.6,Open,22
31.85,39.83,45.25,9,Rainy,Morning,7.5,17.3,Open,22.51
29.31,36.48,43.59,1,Windy,Night,7.7,40.3,Closed,22.01
26.89,31.37,42.46,2,Windy,Evening,6.2,41.6,Closed,23
24.1,22.75,36.74,2,Stormy,Afternoon,1.5,47,Open,24.01
32.91,17.35,46.69,2,Windy,Evening,8.6,39,Closed,22.01
24.67,37.17,42.63,8,Humid,Error,2.1,44.7,Closed,23
31.88,27.02,21.84,8,Stormy,Night,7.3,35.5,Open,22
25.47,17.87,33.02,8,Windy,Morning,0.9,35,Closed,24
24.41,16.83,30.66,4,Stormy,Afternoon,3.7,37,Closed,22.01
25.87,15.79,63.37,8,Humid,Morning,5,26.3,Open,22
23.12,37.2,49.94,7,Rainy,Morning,0.8,19.1,Closed,23.5
30.71,18.01,58.18,8,Cloudy,Night,2.1,26.5,Open,23
